entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
MCH5154,Dhingra-Sunder,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7700,"Lanka, Setty And Muni",Eating Place,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4911,"Nigam, Mahajan And Misra",Grocery_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5959,Nigam Group,Book Store,65.0,HIGH,Elevated chargeback ratio (20.0%); Active transactions on INACTIVE merchant account; Average transaction (12693) exceeds declared ticket (2495) by 5.1x,MERCHANT,
MCH8698,"Boase, Bal And Mand",Department Stores,25.0,LOW,Average transaction (14508) exceeds declared ticket (3055) by 4.7x,MERCHANT,
MCH3907,"Goswami, Chaudhary And Nanda",Phone Service,25.0,LOW,Average transaction (10634) exceeds declared ticket (552) by 19.3x,MERCHANT,
MCH8555,Gopal Llc,Book Store,45.0,MEDIUM,Severe chargeback ratio (25.0%),MERCHANT,
MCH1280,"Ben, Madan And Dey",Books,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8163,"Sama, Pant And Tara",Books_Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4560,Shankar Ltd,Telecom,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH1243,"Buch, Atwal And Roy",Medical_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1089,Randhawa-Barad,Books_Stationery,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH8425,"Bhatnagar,Comarandhans",Hotels,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH1321,Borah-Dhaliwal,Hospitality,25.0,LOW,Settlement account shared with multiple merchant entities,MERCHANT,
MCH5084,Doshi Llc,Books_Stationery,35.0,MEDIUM,Average transaction (11642) exceeds declared ticket (182) by 64.0x; High frequency of missing UTRs (2/5),MERCHANT,
MCH5308,Shukla-Trivedi,Food,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3761,"Bal,Mittalandprabhakar",Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8900,Nadkarni-Khare,Food,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (7869) exceeds declared ticket (1349) by 5.8x,MERCHANT,
MCH8873,"Pathak, Bath And Kant",Transprt,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH6844,"Bedi, Gill And Dube",Hospitality,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2287,Baral Inc,Medical,25.0,LOW,Average transaction (15148) exceeds declared ticket (921) by 16.5x,MERCHANT,
MCH6935,"Sagar,Badalandjha",Pharmacy,25.0,LOW,Average transaction (3860) exceeds declared ticket (320) by 12.1x,MERCHANT,
MCH5387,Khatri Group,Hotel,25.0,LOW,Average transaction (14666) exceeds declared ticket (1172) by 12.5x,MERCHANT,
MCH1133,Shere Ltd,Pharmacies,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3451,Amble-Nair,Pharmacy,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH6064,"Wable, Virk And Gaba",Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9067,Boase-Sule,Books_Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3014,Nagarajan-Bandi,Retail,20.0,LOW,High frequency of missing UTRs (1/1),MERCHANT,
MCH8672,"Ganguly, Sarin And Merchant",Retail,80.0,HIGH,Severe chargeback ratio (66.7%); Active transactions on INACTIVE merchant account; Average transaction (18794) exceeds declared ticket (1816) by 10.3x,MERCHANT,
MCH8245,"Dhillon, Saran And Kalita",Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3649,"Jain, Sama And Sarma",Miscellaneous,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1736,Barman Inc,Transportation,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4261,Swaminathan Ltd,Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4099,"Dewan, Rastogi And Jayaraman",Retail,25.0,LOW,Average transaction (17840) exceeds declared ticket (1926) by 9.3x,MERCHANT,
MCH1349,Bahri And Sons,Pharmacies,25.0,LOW,Average transaction (8427) exceeds declared ticket (2320) by 3.6x,MERCHANT,
MCH8076,Banerjee Group,Phone Service,45.0,MEDIUM,Severe chargeback ratio (150.0%),MERCHANT,
MCH4624,"Krishnamurthy, Mandal And Luthra",Miscellaneous,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH9559,Randhawa-Mody,Fashion,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (16008) exceeds declared ticket (544) by 29.4x,MERCHANT,
MCH2038,Keer Inc,Department Stores,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH1358,"Chaudry, Baral And Modi",Transportation,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4081,Srinivasan-Bahri,Mobile Recharge,25.0,LOW,Average transaction (14720) exceeds declared ticket (2929) by 5.0x,MERCHANT,
MCH8855,"Rau, Dua And Nadkarni",Groceries,25.0,LOW,Average transaction (15429) exceeds declared ticket (2894) by 5.3x,MERCHANT,
MCH5247,Nagi Ltd,Telecom,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH5646,Badal-Anand,Phone Service,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5983,"Morar, Memon And Kala",Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2021,Shenoy-Wable,Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7709,"Jani, Sidhu And Tripathi",Transport,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8210,Bains Group,Medical,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6273,"Dubey, Narula And Jhaveri",Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7533,"Boase, Krishnan And Tiwari",Clothing,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2788,"Dash, Mallick And Sachdev",Restaurant,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5745,Sawhney-Apte,Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2693,Tandon-Kaur,Retail,25.0,LOW,Average transaction (8989) exceeds declared ticket (1967) by 4.6x,MERCHANT,
MCH8324,Golla-Chaudhuri,Hospitality,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2818,Sibal Inc,Grocery_Store,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH3292,Sehgal-Kapur,Medical,45.0,MEDIUM,Elevated chargeback ratio (20.0%); Average transaction (8060) exceeds declared ticket (751) by 10.7x,MERCHANT,
MCH9459,Batta-Handa,Transport,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8187,"Chada, Mammen And Lanka",Travel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4605,Barad Plc,Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3382,"Patla, Thakur And Kaur",Transportation,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (10069) exceeds declared ticket (470) by 21.4x,MERCHANT,
MCH7832,"Sodhi, Venkataraman And Kohli",Misc Retail,25.0,LOW,Settlement account shared with multiple merchant entities,MERCHANT,
MCH6598,"Banik, Halder And Sabharwal",Hotel_Lodging,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (10488) exceeds declared ticket (231) by 45.5x,MERCHANT,
MCH1713,Dubey Inc,Restaurants,40.0,MEDIUM,Settlement account shared with multiple merchant entities; Average transaction (13133) exceeds declared ticket (1132) by 11.6x,MERCHANT,
MCH7842,J0Ha1 Ltd,Restaurants,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH2956,"Wali, Khatri And Mistry",Mobile Recharge,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (17105) exceeds declared ticket (4935) by 3.5x,MERCHANT,
MCH1664,Karan Ltd,Travel,60.0,HIGH,Severe chargeback ratio (50.0%); Settlement account shared with multiple merchant entities,MERCHANT,
MCH1101,Ramaswamy-Prabhakar,Pharmacies,45.0,MEDIUM,Severe chargeback ratio (200.0%),MERCHANT,
MCH9463,Boase And Sons,Books,25.0,LOW,Average transaction (16136) exceeds declared ticket (835) by 19.3x,MERCHANT,
MCH7723,"Pandya, Barman And Biswas",Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7519,"Sarkar, Garg And Kumar",Bus/Taxi,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (9977) exceeds declared ticket (772) by 12.9x,MERCHANT,
MCH9050,Bali Ltd,Bus/Taxi,50.0,MEDIUM,Merchant account currently SUSPENDED; Average transaction (16011) exceeds declared ticket (847) by 18.9x,MERCHANT,
MCH8765,"Kamdar, Sehgal And Tata",Grocery,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH9311,Sathe Group,Books_Stationery,25.0,LOW,Average transaction (7798) exceeds declared ticket (596) by 13.1x,MERCHANT,
MCH5921,Saraf-Saraf,Hotel,80.0,HIGH,Severe chargeback ratio (33.3%); Active transactions on INACTIVE merchant account; Average transaction (12933) exceeds declared ticket (353) by 36.6x,MERCHANT,
MCH2649,Pandya Plc,Kirana,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4278,Thakkar-Gupta,Department Stores,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (17535) exceeds declared ticket (703) by 24.9x,MERCHANT,
MCH3574,Sodhi-Shan,Transport,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH8616,Ratti-Jha,Apparel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5641,"Kant, Raju And Sandal",Miscellaneous,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH1656,Dhar Plc,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5632,Tandon Ltd,Dept_Store,25.0,LOW,Average transaction (5273) exceeds declared ticket (271) by 19.5x,MERCHANT,
MCH1908,"Raghavan, Badami And Mani",Stationery,25.0,LOW,Average transaction (11210) exceeds declared ticket (856) by 13.1x,MERCHANT,
MCH6947,Sen Llc,Medical,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH6680,Vaidya-Agrawal,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7790,Barman-Roy,Book Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2870,"Loyal, Buch And Ghose",Restaurants,20.0,LOW,High frequency of missing UTRs (1/1),MERCHANT,
MCH2797,Sandhu-Singh,Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1081,Mistry Group,Food_Services,25.0,LOW,Average transaction (11240) exceeds declared ticket (2299) by 4.9x,MERCHANT,
MCH6359,Pai-Dada,Travel,55.0,MEDIUM,Severe chargeback ratio (100.0%); High frequency of missing UTRs (1/2),MERCHANT,
MCH9745,Chaudhuri Plc,Cloths,80.0,HIGH,Severe chargeback ratio (33.3%); Active transactions on INACTIVE merchant account; Average transaction (12663) exceeds declared ticket (475) by 26.6x,MERCHANT,
MCH1336,Contractor-Dube,Pharmacies,20.0,LOW,High frequency of missing UTRs (1/1),MERCHANT,
MCH5287,Dhillon Inc,Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4097,Venkataraman Plc,Pharmacy,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH7600,Salvi-Mishra,Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6776,Hari-Tak,Transport,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH7038,Mannan-Singh,Books,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4975,"Nagy, Kuruvilla And Saxena",Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5894,Borra-Tiwari,Retail,20.0,LOW,High frequency of missing UTRs (1/1),MERCHANT,
MCH1204,Rana Group,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4066,Swaminathan And Sons,Dept_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6180,Thakur And Sons,Apparel,25.0,LOW,Average transaction (14204) exceeds declared ticket (700) by 20.3x,MERCHANT,
MCH6780,"Bhatia, Dalal And Kapur",Retail Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8032,Roy-Ramesh,Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6803,Babu-Aggarwal,Stationery,25.0,LOW,Average transaction (14565) exceeds declared ticket (2654) by 5.5x,MERCHANT,
MCH2047,Ghose-Kannan,Book Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3491,"Chawla, Tella And Madan",Mobile Recharge,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1729,Ganesh Plc,Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1019,Iyer-Thaker,Clothing,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4228,"Singhal, Bhasin And Kaul",Cloths,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9471,"Bajaj, Sandal And Barad",Pharmacies,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9769,"Kota, Dara And Sarin",Travel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1786,"Ganguly, Mammen And Babu",Groceries,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH8211,Parekh-Atwal,Grocery_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6113,"Shen0Y, Kapadia And Pradhan",Books_Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5555,"Banerjee, Kurian And Tara",Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9640,Basu Group,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9778,"Chandra, Subramanian And Borde",Book Store,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (10529) exceeds declared ticket (2313) by 4.6x,MERCHANT,
MCH5734,Balan Inc,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8239,"Brahmbhatt, 0Ak And Dhar",Grocery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9083,"Gera, Varghese And Karpe",Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2817,Keer And Sons,Misc Retail,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4469,Mane And Sons,Transportation,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH3263,Sarna-Chauhan,Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5159,"Boase, Nadkarni And Kala",Bus/Taxi,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4643,Barad And Sons,Books,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH7726,Modi Ltd,Department Store,45.0,MEDIUM,Elevated chargeback ratio (20.0%); Average transaction (17258) exceeds declared ticket (1955) by 8.8x,MERCHANT,
MCH7540,Buch-Das,Dept_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8918,Solanki And Sons,Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3289,Rajagopalan-Master,Medical,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8869,Tella-Roy,Medical_Store,25.0,LOW,Average transaction (10561) exceeds declared ticket (619) by 17.1x,MERCHANT,
MCH7627,Lata-Ray,Transport,25.0,LOW,Average transaction (9187) exceeds declared ticket (1170) by 7.9x,MERCHANT,
MCH7118,Chaudhry Ltd,Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3601,Lanka Inc,Book Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5451,Divan Llc,Grocery_Store,60.0,HIGH,Severe chargeback ratio (25.0%); Average transaction (16127) exceeds declared ticket (2492) by 6.5x,MERCHANT,
MCH2189,"Mammen, Balakrishnan And Prakash",Retail,35.0,MEDIUM,Average transaction (17323) exceeds declared ticket (2364) by 7.3x; High frequency of missing UTRs (1/3),MERCHANT,
MCH6002,Bal Group,Medical_Store,25.0,LOW,Average transaction (9939) exceeds declared ticket (718) by 13.8x,MERCHANT,
MCH6628,Thakur-Kunda,Phone Service,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH9080,Jani And Sons,Apparel,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH4047,Kaul-Barad,Dept_Store,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH8138,Chaudhuri-Varma,Department Stores,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH2444,"Sachar, Das And Deo",Bus/Taxi,25.0,LOW,Average transaction (16445) exceeds declared ticket (563) by 29.2x,MERCHANT,
MCH4531,Bail-Ramachandran,Telecom,25.0,LOW,Average transaction (17081) exceeds declared ticket (598) by 28.6x,MERCHANT,
MCH6422,"Bhatnagar, Bora And Venkataraman",Pharmacies,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5378,Biswas-Seshadri,Kirana,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH1377,"Taneja, Din And Kaul",Eating Place,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1815,Bhasin-Hans,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5644,Prabhu-Chaudhry,Clothing,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1458,Chatterjee-Saran,Department Stores,75.0,HIGH,Severe chargeback ratio (100.0%); Active transactions on INACTIVE merchant account; High frequency of missing UTRs (1/1),MERCHANT,
MCH1848,Acharya-Bail,Retail,25.0,LOW,Average transaction (17560) exceeds declared ticket (3044) by 5.8x,MERCHANT,
MCH2523,Sarma Inc,Retail Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3926,Master-Sarin,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7357,Varkey Llc,Hotels,60.0,HIGH,Severe chargeback ratio (50.0%); Average transaction (10721) exceeds declared ticket (666) by 16.1x,MERCHANT,
MCH6430,Prakash Group,Telecom,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH3504,"Ram, Dora And Bhatti",Book Store,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4517,"Madan, Gola And Srivastava",Restaurants,45.0,MEDIUM,Severe chargeback ratio (33.3%),MERCHANT,
MCH5360,Pillai And Sons,Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7902,Deol Inc,Bus/Taxi,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6892,Chacko-Gaba,Pharmacies,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8331,Yogi Inc,Retail Other,80.0,HIGH,Severe chargeback ratio (25.0%); Active transactions on INACTIVE merchant account; Average transaction (14667) exceeds declared ticket (1373) by 10.7x,MERCHANT,
MCH2149,"Doctor, Varughese And Hans",Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9928,Krishnaninc,Hospitality,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3415,Keer Inc,Restaurant,60.0,HIGH,Severe chargeback ratio (200.0%); Multiple CRITICAL severity fraud disputes (2),MERCHANT,
MCH7685,"Badal, Khurana And Bansal",Department Stores,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4811,Rattan-Raval,Food,45.0,MEDIUM,Severe chargeback ratio (200.0%),MERCHANT,
MCH7829,Hora Ltd,Travel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8504,Kohli Plc,Groceries,25.0,LOW,Average transaction (8657) exceeds declared ticket (977) by 8.9x,MERCHANT,
MCH5505,Korpal Inc,Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4831,Gala Group,Department Store,25.0,LOW,Average transaction (14519) exceeds declared ticket (1890) by 7.7x,MERCHANT,
MCH1216,Mani Ltd,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8332,"Sethi, Buch And Sachdeva",Hospitality,25.0,LOW,Average transaction (16479) exceeds declared ticket (1667) by 9.9x,MERCHANT,
MCH7332,"Mutti, Reddy And Guha",Department Stores,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH7297,"Bhasin, Sankar And Pradhan",Food_Services,45.0,MEDIUM,Severe chargeback ratio (33.3%),MERCHANT,
MCH2533,"Chhabra, Shah And Tella",Medical,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3040,"Dhar, Kunda And Desai",Grocery_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5037,Chadha Llc,Dept_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2772,Rajagopalan-Lal,Cloths,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH7636,Bir Plc,Cloths,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8640,"Vasa, Nanda And Bhat",Dept_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4225,Karnik Llc,Cloths,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH3460,Chand-Bora,Grocery Stores,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5955,"Rana, Mangat And De",Mobile Recharge,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8431,Bala Group,Transportation,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2445,"Vohra, Gill And Saini",Dept_Store,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH5040,Nayar-Khatri,Telecom,25.0,LOW,Average transaction (17133) exceeds declared ticket (1055) by 16.2x,MERCHANT,
MCH7003,"Dutt, Sachdeva And Sridhar",Retail Other,65.0,HIGH,Severe chargeback ratio (100.0%); Active transactions on INACTIVE merchant account,MERCHANT,
MCH1083,Chaudhry-Bhat,Food,50.0,MEDIUM,Merchant account currently SUSPENDED; Average transaction (15664) exceeds declared ticket (730) by 21.4x,MERCHANT,
MCH7653,Mishra Llc,Fashion,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7470,Venkatesh Ltd,Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2346,Palla-Mannan,Garments,25.0,LOW,Average transaction (18462) exceeds declared ticket (469) by 39.4x,MERCHANT,
MCH8782,Swamy-Khurana,Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8146,Bath-Purohit,Stationery,70.0,HIGH,Severe chargeback ratio (25.0%); Average transaction (19295) exceeds declared ticket (5567) by 3.5x; High frequency of missing UTRs (2/4),MERCHANT,
